type        	size 	hullsize 	trueHullsize 	budget 	trueDiameter 	strDiameter 	diameterDiff 	relDiamDiff 	trueArea 	streamedArea 	areaDiff 	relAreaDiff 	errorModel1 	errorModel2 	errorModel3 	errorModel4
diameter 	3225 	5 	3225 	5 	2000.000 	1999.809 	000.191 	000.000 	3140300.217 	1598242.000 	1542058.217 	000.491 	000.447 	000.200 	000.040 	000.008
area 	3225 	5 	3225 	5 	2000.000 	1999.839 	000.161 	000.000 	3140637.015 	1283398.175 	1857238.839 	000.591 	000.447 	000.200 	000.040 	000.008
diameter 	3225 	6 	3224 	6 	2000.000 	1999.996 	000.004 	000.000 	3140069.760 	2143331.099 	996738.661 	000.317 	000.408 	000.167 	000.028 	000.005
area 	3225 	6 	3225 	6 	2000.000 	1998.747 	001.253 	000.001 	3140074.202 	2043410.484 	1096663.717 	000.349 	000.408 	000.167 	000.028 	000.005
diameter 	3225 	7 	3224 	7 	2000.000 	1999.751 	000.249 	000.000 	3137646.337 	2316430.871 	821215.466 	000.262 	000.378 	000.143 	000.020 	000.003
area 	3225 	7 	3225 	7 	2000.000 	1998.046 	001.954 	000.001 	3140570.294 	2070505.030 	1070065.264 	000.341 	000.378 	000.143 	000.020 	000.003
diameter 	3225 	8 	3225 	8 	2000.000 	1999.925 	000.075 	000.000 	3138458.640 	2130990.523 	1007468.117 	000.321 	000.354 	000.125 	000.016 	000.002
area 	3225 	8 	3224 	8 	2000.000 	1997.274 	002.726 	000.001 	3139541.580 	2328016.137 	811525.443 	000.258 	000.354 	000.125 	000.016 	000.002
diameter 	3225 	3 	3224 	3 	2000.000 	1781.384 	218.616 	000.109 	3138537.324 	890331.686 	2248205.637 	000.716 	000.577 	000.333 	000.111 	000.037
area 	3225 	3 	3225 	3 	2000.000 	1959.708 	040.292 	000.020 	3138875.041 	258308.972 	2880566.069 	000.918 	000.577 	000.333 	000.111 	000.037
diameter 	3225 	4 	3224 	4 	2000.000 	1999.918 	000.082 	000.000 	3140958.769 	539864.858 	2601093.911 	000.828 	000.500 	000.250 	000.063 	000.016
area 	3225 	4 	3225 	4 	2000.000 	1986.038 	013.962 	000.007 	3139552.560 	605234.550 	2534318.010 	000.807 	000.500 	000.250 	000.063 	000.016
diameter 	3225 	5 	3224 	5 	2000.000 	1951.475 	048.525 	000.024 	3141554.009 	1300535.374 	1841018.635 	000.586 	000.447 	000.200 	000.040 	000.008
area 	3225 	5 	3225 	5 	2000.000 	1964.487 	035.513 	000.018 	3139132.174 	1143126.413 	1996005.761 	000.636 	000.447 	000.200 	000.040 	000.008
diameter 	3225 	6 	3225 	6 	2000.000 	1997.822 	002.178 	000.001 	3140916.108 	1974569.507 	1166346.601 	000.371 	000.408 	000.167 	000.028 	000.005
area 	3225 	6 	3225 	6 	2000.000 	1990.690 	009.310 	000.005 	3140511.260 	1675402.218 	1465109.043 	000.467 	000.408 	000.167 	000.028 	000.005
diameter 	3225 	7 	3223 	7 	2000.000 	1995.991 	004.009 	000.002 	3141552.606 	2290733.462 	850819.144 	000.271 	000.378 	000.143 	000.020 	000.003
area 	3225 	7 	3225 	7 	2000.000 	1999.999 	000.001 	000.000 	3140445.618 	2249556.857 	890888.761 	000.284 	000.378 	000.143 	000.020 	000.003
diameter 	3225 	8 	3225 	8 	2000.000 	1999.730 	000.270 	000.000 	3141122.847 	2108829.519 	1032293.327 	000.329 	000.354 	000.125 	000.016 	000.002
area 	3225 	8 	3224 	8 	2000.000 	1995.923 	004.077 	000.002 	3139669.699 	2246519.160 	893150.540 	000.284 	000.354 	000.125 	000.016 	000.002
diameter 	3225 	3 	3225 	3 	2000.000 	1999.085 	000.915 	000.000 	3140958.716 	967997.626 	2172961.090 	000.692 	000.577 	000.333 	000.111 	000.037
area 	3225 	3 	3225 	3 	2000.000 	1999.929 	000.071 	000.000 	3140088.884 	454343.655 	2685745.230 	000.855 	000.577 	000.333 	000.111 	000.037
diameter 	3225 	4 	3224 	4 	2000.000 	1979.868 	020.132 	000.010 	3139325.270 	967420.596 	2171904.674 	000.692 	000.500 	000.250 	000.063 	000.016
area 	3225 	4 	3225 	4 	2000.000 	1999.179 	000.821 	000.000 	3137459.630 	1265055.062 	1872404.569 	000.597 	000.500 	000.250 	000.063 	000.016
diameter 	3225 	5 	3225 	5 	2000.000 	1990.877 	009.123 	000.005 	3140803.939 	1551665.499 	1589138.440 	000.506 	000.447 	000.200 	000.040 	000.008
area 	3225 	5 	3225 	5 	2000.000 	1983.361 	016.639 	000.008 	3141194.217 	1673502.106 	1467692.111 	000.467 	000.447 	000.200 	000.040 	000.008
diameter 	3225 	6 	3223 	6 	2000.000 	1966.596 	033.404 	000.017 	3138039.612 	1793901.052 	1344138.559 	000.428 	000.408 	000.167 	000.028 	000.005
area 	3225 	6 	3225 	6 	2000.000 	1996.212 	003.788 	000.002 	3137080.360 	1850716.689 	1286363.671 	000.410 	000.408 	000.167 	000.028 	000.005
diameter 	3225 	7 	3225 	7 	2000.000 	1994.468 	005.532 	000.003 	3139402.616 	2004033.763 	1135368.853 	000.362 	000.378 	000.143 	000.020 	000.003
area 	3225 	7 	3225 	7 	2000.000 	1998.170 	001.830 	000.001 	3139038.246 	2314229.812 	824808.434 	000.263 	000.378 	000.143 	000.020 	000.003
diameter 	3225 	8 	3224 	8 	2000.000 	1995.792 	004.208 	000.002 	3136219.804 	2032950.857 	1103268.947 	000.352 	000.354 	000.125 	000.016 	000.002
area 	3225 	8 	3225 	8 	2000.000 	1992.902 	007.098 	000.004 	3139472.442 	2300652.596 	838819.846 	000.267 	000.354 	000.125 	000.016 	000.002
diameter 	3870 	3 	3870 	3 	2000.000 	1825.489 	174.511 	000.087 	3139741.018 	834641.122 	2305099.895 	000.734 	000.577 	000.333 	000.111 	000.037
area 	3870 	3 	3869 	3 	2000.000 	1725.010 	274.990 	000.137 	3140949.057 	819657.054 	2321292.004 	000.739 	000.577 	000.333 	000.111 	000.037
diameter 	3870 	4 	3870 	4 	2000.000 	1986.229 	013.771 	000.007 	3140910.907 	1150243.294 	1990667.613 	000.634 	000.500 	000.250 	000.063 	000.016
area 	3870 	4 	3869 	4 	2000.000 	1998.623 	001.377 	000.001 	3140939.008 	1484173.216 	1656765.792 	000.527 	000.500 	000.250 	000.063 	000.016
diameter 	3870 	5 	3870 	5 	2000.000 	1985.975 	014.025 	000.007 	3140949.436 	1081426.732 	2059522.704 	000.656 	000.447 	000.200 	000.040 	000.008
area 	3870 	5 	3870 	5 	2000.000 	1998.670 	001.330 	000.001 	3139807.098 	1724304.208 	1415502.891 	000.451 	000.447 	000.200 	000.040 	000.008
diameter 	3870 	6 	3868 	6 	2000.000 	1999.630 	000.370 	000.000 	3139035.650 	2013778.868 	1125256.782 	000.358 	000.408 	000.167 	000.028 	000.005
area 	3870 	6 	3870 	6 	2000.000 	1998.348 	001.652 	000.001 	3141482.179 	2018626.456 	1122855.723 	000.357 	000.408 	000.167 	000.028 	000.005
diameter 	3870 	7 	3870 	7 	2000.000 	1999.791 	000.209 	000.000 	3139909.573 	1590904.159 	1549005.415 	000.493 	000.378 	000.143 	000.020 	000.003
area 	3870 	7 	3870 	7 	2000.000 	1997.538 	002.462 	000.001 	3140183.865 	1911062.073 	1229121.792 	000.391 	000.378 	000.143 	000.020 	000.003
diameter 	3870 	8 	3869 	8 	2000.000 	1996.929 	003.071 	000.002 	3141440.510 	2150761.287 	990679.223 	000.315 	000.354 	000.125 	000.016 	000.002
area 	3870 	8 	3870 	8 	2000.000 	1999.672 	000.328 	000.000 	3140376.995 	2570012.122 	570364.874 	000.182 	000.354 	000.125 	000.016 	000.002
diameter 	3870 	3 	3869 	3 	2000.000 	1895.598 	104.402 	000.052 	3136467.646 	673895.179 	2462572.467 	000.785 	000.577 	000.333 	000.111 	000.037
area 	3870 	3 	3870 	3 	2000.000 	1999.882 	000.118 	000.000 	3141583.487 	813488.582 	2328094.906 	000.741 	000.577 	000.333 	000.111 	000.037
diameter 	3870 	4 	3870 	4 	2000.000 	1956.664 	043.336 	000.022 	3139836.433 	1360739.611 	1779096.822 	000.567 	000.500 	000.250 	000.063 	000.016
area 	3870 	4 	3868 	4 	2000.000 	1985.435 	014.565 	000.007 	3141501.856 	1083786.935 	2057714.921 	000.655 	000.500 	000.250 	000.063 	000.016
diameter 	3870 	5 	3870 	5 	2000.000 	1999.259 	000.741 	000.000 	3141312.051 	1770800.330 	1370511.722 	000.436 	000.447 	000.200 	000.040 	000.008
area 	3870 	5 	3870 	5 	2000.000 	1999.777 	000.223 	000.000 	3139592.401 	1557332.097 	1582260.304 	000.504 	000.447 	000.200 	000.040 	000.008
diameter 	3870 	6 	3870 	6 	2000.000 	1993.426 	006.574 	000.003 	3140511.985 	1867096.112 	1273415.873 	000.405 	000.408 	000.167 	000.028 	000.005
area 	3870 	6 	3869 	6 	2000.000 	1997.680 	002.320 	000.001 	3141534.838 	1829301.390 	1312233.448 	000.418 	000.408 	000.167 	000.028 	000.005
diameter 	3870 	7 	3870 	7 	2000.000 	1998.417 	001.583 	000.001 	3141263.172 	2281738.806 	859524.366 	000.274 	000.378 	000.143 	000.020 	000.003
area 	3870 	7 	3868 	7 	2000.000 	1997.090 	002.910 	000.001 	3141034.574 	2125741.125 	1015293.448 	000.323 	000.378 	000.143 	000.020 	000.003
diameter 	3870 	8 	3870 	8 	2000.000 	2000.000 	000.000 	000.000 	3139826.600 	2347495.285 	792331.314 	000.252 	000.354 	000.125 	000.016 	000.002
area 	3870 	8 	3870 	8 	2000.000 	1996.952 	003.048 	000.002 	3140628.149 	2425866.993 	714761.156 	000.228 	000.354 	000.125 	000.016 	000.002
diameter 	3870 	3 	3870 	3 	2000.000 	1597.040 	402.960 	000.201 	3138223.615 	293973.137 	2844250.478 	000.906 	000.577 	000.333 	000.111 	000.037
area 	3870 	3 	3870 	3 	2000.000 	1899.482 	100.518 	000.050 	3140734.230 	723217.953 	2417516.278 	000.770 	000.577 	000.333 	000.111 	000.037
diameter 	3870 	4 	3870 	4 	2000.000 	1988.662 	011.338 	000.006 	3136178.560 	1146165.810 	1990012.750 	000.635 	000.500 	000.250 	000.063 	000.016
area 	3870 	4 	3868 	4 	2000.000 	1995.413 	004.587 	000.002 	3141231.829 	1102737.051 	2038494.778 	000.649 	000.500 	000.250 	000.063 	000.016
diameter 	3870 	5 	3870 	5 	2000.000 	1969.686 	030.314 	000.015 	3140688.409 	1327442.942 	1813245.468 	000.577 	000.447 	000.200 	000.040 	000.008
area 	3870 	5 	3870 	5 	2000.000 	1999.701 	000.299 	000.000 	3141577.953 	1697298.166 	1444279.786 	000.460 	000.447 	000.200 	000.040 	000.008
diameter 	3870 	6 	3870 	6 	2000.000 	1999.184 	000.816 	000.000 	3140113.739 	1982538.625 	1157575.114 	000.369 	000.408 	000.167 	000.028 	000.005
area 	3870 	6 	3870 	6 	2000.000 	1997.267 	002.733 	000.001 	3141054.743 	1208445.043 	1932609.700 	000.615 	000.408 	000.167 	000.028 	000.005
diameter 	3870 	7 	3869 	7 	2000.000 	1996.058 	003.942 	000.002 	3139635.153 	1846436.070 	1293199.082 	000.412 	000.378 	000.143 	000.020 	000.003
area 	3870 	7 	3869 	7 	2000.000 	1998.108 	001.892 	000.001 	3141554.590 	2167733.981 	973820.609 	000.310 	000.378 	000.143 	000.020 	000.003
diameter 	3870 	8 	3869 	8 	2000.000 	1999.322 	000.678 	000.000 	3141139.991 	1880390.730 	1260749.261 	000.401 	000.354 	000.125 	000.016 	000.002
area 	3870 	8 	3870 	8 	2000.000 	1999.991 	000.009 	000.000 	3141198.251 	2140259.758 	1000938.493 	000.319 	000.354 	000.125 	000.016 	000.002
diameter 	4644 	3 	4642 	3 	2000.000 	1926.761 	073.239 	000.037 	3141446.957 	757190.092 	2384256.865 	000.759 	000.577 	000.333 	000.111 	000.037
area 	4644 	3 	4643 	3 	2000.000 	1941.214 	058.786 	000.029 	3139091.425 	731398.203 	2407693.221 	000.767 	000.577 	000.333 	000.111 	000.037
diameter 	4644 	4 	4644 	4 	2000.000 	1999.150 	000.850 	000.000 	3140640.937 	759522.563 	2381118.374 	000.758 	000.500 	000.250 	000.063 	000.016
area 	4644 	4 	4642 	4 	2000.000 	1998.158 	001.842 	000.001 	3140604.103 	1391875.610 	1748728.493 	000.557 	000.500 	000.250 	000.063 	000.016
diameter 	4644 	5 	4641 	5 	2000.000 	1999.644 	000.356 	000.000 	3140555.534 	1818682.084 	1321873.450 	000.421 	000.447 	000.200 	000.040 	000.008
area 	4644 	5 	4643 	5 	2000.000 	1992.364 	007.636 	000.004 	3141353.462 	1778033.324 	1363320.139 	000.434 	000.447 	000.200 	000.040 	000.008
diameter 	4644 	6 	4644 	6 	2000.000 	1999.981 	000.019 	000.000 	3140377.368 	1413343.452 	1727033.916 	000.550 	000.408 	000.167 	000.028 	000.005
area 	4644 	6 	4642 	6 	2000.000 	1993.454 	006.546 	000.003 	3136899.468 	2165121.949 	971777.520 	000.310 	000.408 	000.167 	000.028 	000.005
diameter 	4644 	7 	4644 	7 	2000.000 	1991.905 	008.095 	000.004 	3139835.542 	1847273.811 	1292561.730 	000.412 	000.378 	000.143 	000.020 	000.003
area 	4644 	7 	4644 	7 	2000.000 	1998.629 	001.371 	000.001 	3141016.292 	2007557.330 	1133458.963 	000.361 	000.378 	000.143 	000.020 	000.003
diameter 	4644 	8 	4642 	8 	2000.000 	1999.388 	000.612 	000.000 	3141037.616 	2130639.986 	1010397.630 	000.322 	000.354 	000.125 	000.016 	000.002
area 	4644 	8 	4644 	8 	2000.000 	1999.134 	000.866 	000.000 	3141303.809 	2132191.515 	1009112.294 	000.321 	000.354 	000.125 	000.016 	000.002
diameter 	4644 	3 	4643 	3 	2000.000 	1572.498 	427.502 	000.214 	3140678.143 	771219.719 	2369458.424 	000.754 	000.577 	000.333 	000.111 	000.037
area 	4644 	3 	4643 	3 	2000.000 	1780.981 	219.019 	000.110 	3141093.190 	881736.151 	2259357.039 	000.719 	000.577 	000.333 	000.111 	000.037
diameter 	4644 	4 	4644 	4 	2000.000 	1975.857 	024.143 	000.012 	3140246.769 	1304149.571 	1836097.199 	000.585 	000.500 	000.250 	000.063 	000.016
area 	4644 	4 	4644 	4 	2000.000 	1997.606 	002.394 	000.001 	3140506.217 	1217607.864 	1922898.352 	000.612 	000.500 	000.250 	000.063 	000.016
diameter 	4644 	5 	4644 	5 	2000.000 	1965.409 	034.591 	000.017 	3140662.069 	1862484.649 	1278177.420 	000.407 	000.447 	000.200 	000.040 	000.008
area 	4644 	5 	4643 	5 	2000.000 	1953.783 	046.217 	000.023 	3140546.533 	1527652.367 	1612894.166 	000.514 	000.447 	000.200 	000.040 	000.008
diameter 	4644 	6 	4644 	6 	2000.000 	1986.720 	013.280 	000.007 	3141024.164 	1901846.192 	1239177.972 	000.395 	000.408 	000.167 	000.028 	000.005
area 	4644 	6 	4640 	6 	2000.000 	1999.906 	000.094 	000.000 	3140293.327 	1933408.341 	1206884.986 	000.384 	000.408 	000.167 	000.028 	000.005
diameter 	4644 	7 	4644 	7 	2000.000 	1999.295 	000.705 	000.000 	3141300.086 	2355157.768 	786142.319 	000.250 	000.378 	000.143 	000.020 	000.003
area 	4644 	7 	4643 	7 	2000.000 	1996.296 	003.704 	000.002 	3140488.136 	2103757.637 	1036730.499 	000.330 	000.378 	000.143 	000.020 	000.003
diameter 	4644 	8 	4643 	8 	2000.000 	1989.213 	010.787 	000.005 	3139816.553 	2445809.887 	694006.666 	000.221 	000.354 	000.125 	000.016 	000.002
area 	4644 	8 	4642 	8 	2000.000 	1996.936 	003.064 	000.002 	3141212.721 	2354087.084 	787125.637 	000.251 	000.354 	000.125 	000.016 	000.002
diameter 	4644 	3 	4643 	3 	2000.000 	1768.830 	231.170 	000.116 	3141011.306 	827068.792 	2313942.513 	000.737 	000.577 	000.333 	000.111 	000.037
area 	4644 	3 	4642 	3 	2000.000 	1961.424 	038.576 	000.019 	3139485.532 	645532.554 	2493952.978 	000.794 	000.577 	000.333 	000.111 	000.037
diameter 	4644 	4 	4643 	4 	2000.000 	1999.411 	000.589 	000.000 	3140656.991 	1223123.763 	1917533.228 	000.611 	000.500 	000.250 	000.063 	000.016
area 	4644 	4 	4643 	4 	2000.000 	1990.295 	009.705 	000.005 	3140578.788 	875859.811 	2264718.977 	000.721 	000.500 	000.250 	000.063 	000.016
diameter 	4644 	5 	4642 	5 	2000.000 	1970.989 	029.011 	000.015 	3140708.065 	1647997.592 	1492710.472 	000.475 	000.447 	000.200 	000.040 	000.008
area 	4644 	5 	4644 	5 	2000.000 	1977.802 	022.198 	000.011 	3139888.995 	1773335.666 	1366553.329 	000.435 	000.447 	000.200 	000.040 	000.008
diameter 	4644 	6 	4643 	6 	2000.000 	1983.585 	016.415 	000.008 	3141483.953 	1762410.653 	1379073.300 	000.439 	000.408 	000.167 	000.028 	000.005
area 	4644 	6 	4643 	6 	2000.000 	1999.081 	000.919 	000.000 	3141022.249 	2010941.401 	1130080.848 	000.360 	000.408 	000.167 	000.028 	000.005
diameter 	4644 	7 	4644 	7 	2000.000 	1998.030 	001.970 	000.001 	3141077.366 	1863263.721 	1277813.645 	000.407 	000.378 	000.143 	000.020 	000.003
area 	4644 	7 	4642 	7 	2000.000 	1993.279 	006.721 	000.003 	3141379.610 	2294394.810 	846984.800 	000.270 	000.378 	000.143 	000.020 	000.003
diameter 	4644 	8 	4644 	8 	2000.000 	1975.944 	024.056 	000.012 	3140553.004 	2033526.153 	1107026.850 	000.352 	000.354 	000.125 	000.016 	000.002
area 	4644 	8 	4644 	8 	2000.000 	1998.851 	001.149 	000.001 	3139810.604 	2358643.393 	781167.211 	000.249 	000.354 	000.125 	000.016 	000.002
diameter 	5572 	3 	5570 	3 	2000.000 	1931.752 	068.248 	000.034 	3140939.570 	859083.607 	2281855.963 	000.726 	000.577 	000.333 	000.111 	000.037
area 	5572 	3 	5572 	3 	2000.000 	1923.949 	076.051 	000.038 	3141547.746 	759566.810 	2381980.936 	000.758 	000.577 	000.333 	000.111 	000.037
diameter 	5572 	4 	5569 	4 	2000.000 	1998.271 	001.729 	000.001 	3141441.452 	1473460.769 	1667980.683 	000.531 	000.500 	000.250 	000.063 	000.016
area 	5572 	4 	5571 	4 	2000.000 	1994.699 	005.301 	000.003 	3141110.496 	1435244.533 	1705865.963 	000.543 	000.500 	000.250 	000.063 	000.016
diameter 	5572 	5 	5569 	5 	2000.000 	1999.463 	000.537 	000.000 	3140092.772 	1825821.116 	1314271.656 	000.419 	000.447 	000.200 	000.040 	000.008
area 	5572 	5 	5571 	5 	2000.000 	1983.996 	016.004 	000.008 	3141010.168 	1505912.440 	1635097.728 	000.521 	000.447 	000.200 	000.040 	000.008
diameter 	5572 	6 	5571 	6 	2000.000 	1985.962 	014.038 	000.007 	3139215.271 	1968636.731 	1170578.540 	000.373 	000.408 	000.167 	000.028 	000.005
area 	5572 	6 	5572 	6 	2000.000 	1995.474 	004.526 	000.002 	3140065.335 	1923187.483 	1216877.852 	000.388 	000.408 	000.167 	000.028 	000.005
diameter 	5572 	7 	5572 	7 	2000.000 	1999.411 	000.589 	000.000 	3140569.047 	2132230.745 	1008338.303 	000.321 	000.378 	000.143 	000.020 	000.003
area 	5572 	7 	5570 	7 	2000.000 	1987.235 	012.765 	000.006 	3141435.529 	2007701.891 	1133733.638 	000.361 	000.378 	000.143 	000.020 	000.003
diameter 	5572 	8 	5571 	8 	2000.000 	1997.345 	002.655 	000.001 	3140688.869 	1901955.215 	1238733.653 	000.394 	000.354 	000.125 	000.016 	000.002
area 	5572 	8 	5571 	8 	2000.000 	1992.895 	007.105 	000.004 	3141465.310 	1848602.927 	1292862.383 	000.412 	000.354 	000.125 	000.016 	000.002
diameter 	5572 	3 	5570 	3 	2000.000 	1808.064 	191.936 	000.096 	3141505.315 	858654.819 	2282850.497 	000.727 	000.577 	000.333 	000.111 	000.037
area 	5572 	3 	5572 	3 	2000.000 	1989.667 	010.333 	000.005 	3139467.859 	272387.646 	2867080.212 	000.913 	000.577 	000.333 	000.111 	000.037
diameter 	5572 	4 	5571 	4 	2000.000 	1994.072 	005.928 	000.003 	3138288.008 	699206.984 	2439081.024 	000.777 	000.500 	000.250 	000.063 	000.016
area 	5572 	4 	5569 	4 	2000.000 	1880.040 	119.960 	000.060 	3141300.176 	728318.986 	2412981.190 	000.768 	000.500 	000.250 	000.063 	000.016
diameter 	5572 	5 	5571 	5 	2000.000 	1986.156 	013.844 	000.007 	3141034.902 	1504660.147 	1636374.755 	000.521 	000.447 	000.200 	000.040 	000.008
area 	5572 	5 	5571 	5 	2000.000 	1999.444 	000.556 	000.000 	3140481.840 	1455083.891 	1685397.950 	000.537 	000.447 	000.200 	000.040 	000.008
diameter 	5572 	6 	5571 	6 	2000.000 	1999.051 	000.949 	000.000 	3140015.029 	1961174.792 	1178840.237 	000.375 	000.408 	000.167 	000.028 	000.005
area 	5572 	6 	5570 	6 	2000.000 	1999.186 	000.814 	000.000 	3141023.034 	1385517.726 	1755505.307 	000.559 	000.408 	000.167 	000.028 	000.005
diameter 	5572 	7 	5571 	7 	2000.000 	1999.290 	000.710 	000.000 	3141126.885 	1759179.384 	1381947.501 	000.440 	000.378 	000.143 	000.020 	000.003
area 	5572 	7 	5569 	7 	2000.000 	1978.842 	021.158 	000.011 	3141428.162 	2291464.604 	849963.558 	000.271 	000.378 	000.143 	000.020 	000.003
diameter 	5572 	8 	5572 	8 	2000.000 	1987.714 	012.286 	000.006 	3140380.839 	2314338.127 	826042.712 	000.263 	000.354 	000.125 	000.016 	000.002
area 	5572 	8 	5571 	8 	2000.000 	1994.507 	005.493 	000.003 	3140999.873 	2643769.630 	497230.243 	000.158 	000.354 	000.125 	000.016 	000.002
diameter 	5572 	3 	5567 	3 	2000.000 	1969.592 	030.408 	000.015 	3141258.855 	810366.588 	2330892.267 	000.742 	000.577 	000.333 	000.111 	000.037
area 	5572 	3 	5571 	3 	2000.000 	1887.334 	112.666 	000.056 	3139728.441 	775830.010 	2363898.431 	000.753 	000.577 	000.333 	000.111 	000.037
diameter 	5572 	4 	5568 	4 	2000.000 	1999.926 	000.074 	000.000 	3141500.330 	1412810.718 	1728689.613 	000.550 	000.500 	000.250 	000.063 	000.016
area 	5572 	4 	5569 	4 	2000.000 	1975.451 	024.549 	000.012 	3140150.492 	1342576.455 	1797574.036 	000.572 	000.500 	000.250 	000.063 	000.016
diameter 	5572 	5 	5571 	5 	2000.000 	1998.086 	001.914 	000.001 	3141430.056 	1290541.592 	1850888.464 	000.589 	000.447 	000.200 	000.040 	000.008
area 	5572 	5 	5571 	5 	2000.000 	1999.991 	000.009 	000.000 	3141502.429 	1814684.602 	1326817.827 	000.422 	000.447 	000.200 	000.040 	000.008
diameter 	5572 	6 	5569 	6 	2000.000 	1995.971 	004.029 	000.002 	3141433.970 	1880256.655 	1261177.315 	000.401 	000.408 	000.167 	000.028 	000.005
area 	5572 	6 	5571 	6 	2000.000 	1999.964 	000.036 	000.000 	3136449.932 	1052394.440 	2084055.492 	000.664 	000.408 	000.167 	000.028 	000.005
diameter 	5572 	7 	5570 	7 	2000.000 	1999.500 	000.500 	000.000 	3141068.063 	2278464.311 	862603.752 	000.275 	000.378 	000.143 	000.020 	000.003
area 	5572 	7 	5570 	7 	2000.000 	1999.054 	000.946 	000.000 	3141448.061 	1628599.781 	1512848.279 	000.482 	000.378 	000.143 	000.020 	000.003
diameter 	5572 	8 	5570 	8 	2000.000 	1999.611 	000.389 	000.000 	3140208.290 	2385185.788 	755022.502 	000.240 	000.354 	000.125 	000.016 	000.002
area 	5572 	8 	5567 	8 	2000.000 	1998.427 	001.573 	000.001 	3140639.674 	2260439.306 	880200.368 	000.280 	000.354 	000.125 	000.016 	000.002
diameter 	6686 	3 	6680 	3 	2000.000 	1969.947 	030.053 	000.015 	3140490.864 	240786.986 	2899703.879 	000.923 	000.577 	000.333 	000.111 	000.037
